Symbol,Date,ESG Score,Environment,Emissions,Resource Use,Innovation,Social,Human Rights,Product Responsibility,Workforce,Community,Governance,Management,Shareholders,CSR Strategy
XLNX,2021-06-19,61,56,70,73,32,64,49,78,64,78,60,56,74,62
XLRN,2021-06-19,37,0,0,0,0,56,0,28,80,80,44,62,11,0
XNCR,2021-06-19,35,0,0,0,0,37,0,28,42,51,57,66,64,0
XOG,2021-06-19,30,17,31,19,0,35,8,30,45,77,41,46,26,43
XOM,2021-06-19,71,86,85,92,80,73,46,98,78,96,47,44,34,85
XOMA,2021-06-19,36,0,0,0,0,28,0,26,3,50,67,83,59,0
XONE,2021-06-19,17,8,0,0,16,14,0,38,1,20,31,20,83,6
XPEL,2021-06-19,14,0,0,0,0,9,0,4,1,41,41,49,38,0
XPER,2021-06-19,16,0,0,0,0,20,0,35,1,25,16,13,40,0
XPO,2021-06-19,54,29,43,44,0,54,31,73,51,59,85,89,81,69
XRAY,2021-06-19,38,17,29,22,0,55,43,48,67,65,26,28,23,23
XRX,2021-06-19,75,94,88,96,95,68,73,50,82,68,69,57,90,95
XYL,2021-06-19,79,75,90,95,60,79,93,70,96,58,84,92,47,96
Y,2021-06-19,44,1,7,0,0,25,0,36,21,35,81,99,73,0
YELL,2021-06-19,19,3,8,0,0,32,47,22,21,41,22,14,61,0
YELP,2021-06-19,40,0,0,0,0,38,0,35,7,70,53,54,88,0
YETI,2021-06-19,24,11,0,39,0,33,17,43,26,31,16,7,60,0
YEXT,2021-06-19,29,11,0,33,0,52,13,35,80,68,14,8,43,0
YMAB,2021-06-19,17,0,0,0,0,27,0,28,57,14,19,12,56,0
YORW,2021-06-19,29,27,27,16,41,26,4,52,22,34,37,41,49,0
YUM,2021-06-19,71,85,83,100,0,85,92,94,90,61,36,14,79,85
YUMC,2021-06-19,75,68,52,93,0,77,23,96,76,85,77,77,73,85
ZBH,2021-06-19,64,21,48,13,0,77,74,74,65,93,67,73,54,56
ZBRA,2021-06-19,34,5,0,11,2,56,80,42,22,68,49,67,20,0
ZEUS,2021-06-19,29,2,0,3,0,28,4,94,30,45,70,82,76,0
ZG,2021-06-19,44,36,0,86,12,72,71,66,60,92,22,22,4,49
ZGNX,2021-06-19,54,12,35,0,0,74,0,75,70,89,65,95,6,0
ZION,2021-06-19,46,37,0,21,51,44,0,32,59,64,53,59,54,23
ZIOP,2021-06-19,21,0,0,0,0,33,0,26,28,50,23,23,41,0
ZIXI,2021-06-19,54,27,16,70,0,58,71,35,60,70,58,58,88,16
ZM,2021-06-19,18,0,0,0,0,30,0,35,17,45,14,15,9,14
ZNGA,2021-06-19,38,0,0,0,0,38,0,35,3,70,51,75,3,0
ZS,2021-06-19,19,4,18,0,0,31,0,35,22,45,12,3,52,0
ZTS,2021-06-19,56,39,27,62,0,65,71,58,58,69,55,58,48,52
ZUMZ,2021-06-19,29,4,11,0,0,29,45,26,16,32,43,53,37,0
ZYXI,2021-06-19,27,0,0,0,0,38,0,74,34,34,25,10,93,0
